	nCluster	inference
12621_C_T	4	0
12636_G_T	1	0
12645_T_C	1	0
12648_T_C	1	0
12649_A_G	1	0
12650_A_G	1	0
12651_C_G	4	0
12666_A_G	1	0
12666_A_T	1	0
12670_T_C	1	0
12673_T_C	1	0
12680_T_C	1	0
12683_C_G	1	0
12685_G_T	1	0
12703_T_C	1	0
12712_A_G	1	0
12729_C_T	1	0
12738_C_T	1	0
12745_A_G	1	0
12746_A_G	2	0
12747_C_T	1	0
12754_C_T	1	0
12756_C_T	3	0
12757_T_C	1	0
12766_T_C	2	0
12769_G_T	2	0
12774_C_G	1	0
12774_C_T	1	0
12780_A_C	1	0
12781_C_A	1	0
12783_A_G	2	0
12787_A_T	1	0
12789_C_G	10	0
12789_C_T	1	0
12793_G_A	1	0
12793_G_T	1	0
12809_C_G	1	0
12809_C_T	1	0
12814_A_C	1	0
12815_C_T	3	0
12820_A_G	2	0
12824_G_A	1	0
12833_G_C	3	0
12846_C_T	1	0
12847_T_C	1	0
12854_C_T	1	0
12861_G_T	1	0
12874_T_C	1	0
12880_C_T	3	0
12882_A_T	1	0
12885_C_T	1	0
12890_C_T	1	0
12892_G_T	1	0
12915_C_T	1	0
12920_A_G	1	0
12924_C_G	1	0
12927_A_C	1	0
12966_T_C	1	0
12970_C_T	1	0
12979_T_C	1	0
12981_G_C	1	0
12982_A_T	1	0
13003_A_G	3	0
13004_G_A	3	0
13005_C_T	1	0
13011_C_T	1	0
13026_C_G	6	0
13059_C_T	1	0
13072_C_G	4	0
13081_T_A	1	0
13085_G_A	1	0
13090_T_C	1	0
13112_T_A	13	0
13115_C_T	1	0
13133_C_T	1	0
13136_A_T	2	0
13137_T_C	1	0
13138_C_T	1	0
13142_A_C	1	0
13147_T_C	1	0
13151_A_T	1	0
13156_G_A	1	0
13159_G_A	1	0
13164_C_G	1	0
13170_C_T	1	0
13177_T_G	2	0
13185_C_A	1	0
13187_A_C	5	0
13193_G_T	1	0
13198_A_G	1	0
13209_A_C	1	0
13212_T_A	1	0
13217_C_T	1	0
13225_C_T	1	0
13233_G_A	1	0
13237_A_G	1	0
13240_G_A	1	0
13248_T_A	1	0
13251_A_G	1	0
13252_C_T	1	0
13255_C_T	3	0
13262_C_T	1	0
13266_T_C	1	0
13271_C_A	3	0
13275_C_A	1	0
13282_T_C	1	0
13291_T_C	6	0
13302_A_C	1	0
13304_G_A	1	0
13305_G_A	1	0
13318_A_C	1	0
13320_T_C	1	0
13324_T_C	1	0
13325_A_C	1	0
13327_A_T	1	0
13332_G_T	3	0
13335_C_T	2	0
13344_C_A	1	0
13363_A_C	1	0
13370_G_A	3	0
13372_C_T	1	0
13389_T_C	1	0
13390_G_T	6	0
13393_G_T	1	0
13394_A_C	4	0
13402_T_G	1	0
13404_G_A	2	0
13405_C_T	1	0
13415_G_A	1	0
13418_C_A	1	0
13422_T_A	1	0
13423_C_T	1	0
13424_C_A	1	0
13427_G_A	4	0
13429_A_G	1	0
13432_C_T	1	0
13433_A_G	1	0
13435_G_A	1	0
13435_G_T	1	0
13450_T_C	1	0
13455_A_C	4	0
13459_G_T	1	0
13474_T_C	14	0
13479_T_A	5	0
13490_C_G	1	0
13494_T_C	1	0
13495_C_T	2	0
13496_T_A	1	0
13497_T_A	1	0
13511_C_T	1	0
13515_C_T	1	0
13517_C_T	3	0
13522_A_G	1	0
13524_T_A	1	0
13534_T_C	1	0
13536_C_A	1	0
13536_C_T	2	0
13537_A_G	1	0
13554_C_T	1	0
13555_A_G	1	0
13556_A_G	1	0
13567_G_A	1	0
13567_G_C	1	0
13569_T_G	1	0
13571_G_T	1	0
13575_T_C	1	0
13581_A_G	1	0
13582_T_C	1	0
13584_C_T	1	0
13587_A_T	1	0
13603_C_T	1	0
13617_G_T	1	0
13620_C_T	2	0
13623_A_G	1	0
13624_G_T	1	0
13628_A_T	2	0
13640_A_T	13	0
13665_C_T	1	0
13667_C_T	1	0
13672_T_C	1	0
13672_T_G	1	0
13675_A_T	1	0
13681_C_A	7	0
13688_A_G	1	0
13693_A_T	14	0
13699_T_A	4	0
13707_A_G	1	0
13711_A_G	1	0
13720_C_G	1	0
13725_T_C	1	0
13727_T_C	1	0
13730_C_G	6	0
13730_C_T	2	0
13731_T_C	2	0
13744_T_C	1	0
13749_G_T	1	0
13751_T_G	1	0
13755_A_C	1	0
13758_A_G	1	0
13763_G_T	10	0
13768_A_G	1	0
13788_T_C	1	0
13791_A_C	1	0
13792_C_T	1	0
13797_T_A	4	0
13804_T_C	2	0
13821_C_T	1	0
13828_G_T	2	0
13836_G_T	2	0
13844_A_G	1	0
13848_A_G	1	0
13853_A_T	4	0
13862_C_T	1	0
13869_A_G	1	0
13873_A_G	2	0
13882_A_C	1	0
13883_C_T	1	0
13885_T_A	1	0
13891_T_C	1	0
13897_G_A	1	0
13899_T_C	1	0
13900_G_A	3	0
13900_G_T	1	0
13909_T_A	1	0
13912_A_T	1	0
13916_A_G	1	0
13918_A_G	1	0
13921_G_A	1	0
13921_G_T	1	0
13932_T_C	1	0
13942_A_G	1	0
13953_A_G	1	0
13957_C_T	1	0
13958_G_A	1	0
13965_C_T	1	0
13968_C_T	1	0
13981_C_T	1	0
13984_G_A	2	0
13990_C_G	1	0
13992_A_G	3	0
13994_C_T	3	0
13995_T_C	1	0
14034_T_C	1	0
14049_T_C	2	0
14056_A_G	1	0
14059_T_C	1	0
14064_T_C	1	0
14073_T_C	2	0
14076_C_T	1	0
14085_C_A	1	0
14087_G_T	1	0
14093_A_G	1	0
14104_T_C	1	0
14111_A_C	4	0
14113_A_C	1	0
14117_C_T	1	0
14119_C_T	2	0
14120_C_T	2	0
14125_A_G	1	0
14126_G_A	1	0
14139_T_A	1	0
14143_G_T	1	0
14147_C_T	1	0
14148_T_C	1	0
14177_C_T	1	0
14183_C_T	1	0
14186_G_A	2	0
14190_T_C	1	0
14191_T_A	1	0
14206_C_T	1	0
14216_C_T	1	0
14218_G_A	1	0
14222_T_C	2	0
14228_A_T	1	0
14229_G_T	1	0
14231_C_T	3	0
14232_T_C	15	0
14235_C_T	1	0
14251_T_C	1	0
14255_A_T	3	0
14262_C_T	1	0
14264_T_C	3	0
14289_T_A	1	0
14290_G_T	1	0
14294_G_A	1	0
14304_A_C	3	0
14304_A_G	1	0
14307_T_A	2	0
14307_T_C	7	0
14307_T_G	4	0
14308_T_A	3	0
14308_T_C	3	0
14308_T_G	7	0
14310_G_A	2	0
14316_G_A	9	0
14322_C_T	1	0
14325_C_T	1	0
14326_C_G	1	0
14337_T_C	1	0
14340_C_T	1	0
14341_T_C	3	0
14344_T_C	1	0
14348_A_G	9	0
14358_C_T	1	0
14362_C_T	1	0
14371_G_T	1	0
14372_C_T	1	0
14373_A_G	1	0
14374_A_G	1	0
14397_A_G	1	0
14401_T_C	1	0
14407_C_T	1	0
14408_C_T	16	1
14435_A_T	11	0
14448_T_C	1	0
14486_G_T	1	0
14494_G_T	2	0
14510_A_G	1	0
14530_T_C	1	0
14533_A_C	4	0
14541_T_C	2	0
14545_A_T	2	0
14560_T_G	1	0
14568_T_G	1	0
14571_C_T	1	0
14581_C_T	4	0
14585_C_T	2	0
14595_T_C	1	0
14597_A_G	1	0
14599_C_T	1	0
14604_A_G	1	0
14606_T_C	1	0
14609_A_T	1	0
14619_T_C	1	0
14637_T_A	1	0
14637_T_G	1	0
14645_C_T	1	0
14656_G_T	1	0
14662_C_A	1	0
14664_A_G	1	0
14667_T_C	1	0
14668_G_A	1	0
14676_C_T	2	0
14677_G_A	1	0
14677_G_C	1	0
14689_A_T	1	0
14691_A_G	1	0
14692_G_A	1	0
14692_G_T	3	0
14703_C_T	1	0
14708_C_T	1	0
14711_T_C	1	0
14712_G_A	1	0
14721_T_C	1	0
14724_C_T	2	0
14733_A_G	1	0
14743_G_T	1	0
14747_A_G	1	0
14749_T_A	1	0
14764_T_C	1	0
14765_T_C	1	0
14769_T_A	2	0
14774_A_T	1	0
14786_C_A	1	0
14786_C_T	3	0
14787_T_A	1	0
14789_T_C	1	0
14792_G_T	1	0
14793_C_A	1	0
14805_C_T	3	0
14806_T_A	1	0
14806_T_C	10	0
14807_A_G	1	0
14815_A_G	1	0
14821_C_T	3	0
14824_A_T	3	0
14827_A_T	2	0
14831_G_A	1	0
14832_T_C	1	0
14834_A_G	1	0
14836_A_G	1	0
14837_T_G	8	0
14840_G_A	1	0
14861_A_T	2	0
14870_A_G	4	0
14873_A_T	3	0
14877_C_T	3	0
14882_A_G	2	0
14885_G_T	1	0
14888_A_G	1	0
14892_T_C	1	0
14893_G_A	2	0
14898_C_T	1	0
14899_T_C	1	0
14907_T_C	1	0
14912_A_G	1	0
14913_C_T	1	0
14918_T_C	3	0
14919_C_A	1	0
14919_C_G	1	0
14921_T_A	1	0
14921_T_C	2	0
14922_C_T	1	0
14925_C_A	2	0
14925_C_T	3	0
14929_A_T	3	0
14931_C_T	6	0
14932_C_T	4	0
14935_G_A	1	0
14937_C_A	1	0
14937_C_T	2	0
14939_A_C	3	0
14943_A_G	1	0
14944_G_T	1	0
14960_A_T	5	0
14963_A_C	1	0
14965_T_C	1	0
14968_G_A	1	0
14970_T_C	1	0
14988_T_A	12	0
14988_T_C	1	0
14990_A_G	1	0
14994_A_G	1	0
15003_T_C	2	0
15004_G_A	1	0
15010_C_A	1	0
15024_C_T	1	0
15026_C_T	1	0
15033_A_G	1	0
15047_T_C	1	0
15059_C_G	1	0
15060_T_C	1	0
15069_T_A	1	0
15071_T_A	15	0
15073_A_G	3	0
15075_G_T	3	0
15076_T_C	1	0
15091_A_T	1	0
15096_T_C	1	0
15101_C_T	1	0
15106_A_G	1	0
15108_C_T	1	0
15126_C_T	1	0
15138_G_T	1	0
15141_C_T	2	0
15146_G_A	1	0
15148_C_G	4	0
15154_C_G	1	0
15157_C_T	1	0
15160_A_C	1	0
15160_A_G	1	0
15160_A_T	1	0
15165_A_T	1	0
15166_T_C	2	0
15167_T_A	1	0
15167_T_C	1	0
15168_G_A	1	0
15174_A_C	1	0
15180_C_G	1	0
15181_G_T	1	0
15186_T_C	1	0
15188_G_A	1	0
15196_A_C	1	0
15200_T_A	2	0
15215_G_T	1	0
15220_T_G	1	0
15239_A_G	1	0
15240_C_T	2	0
15249_A_G	1	0
15255_T_C	12	0
15259_A_T	1	0
15264_T_C	1	0
15276_T_G	1	0
15298_C_T	1	0
15314_C_A	1	0
15315_C_T	1	0
15316_A_G	1	0
15319_C_T	1	0
15327_G_A	1	0
15327_G_T	1	0
15342_C_T	1	0
15348_T_A	1	0
15352_C_T	1	0
15354_T_C	1	0
15359_G_T	1	0
15360_C_T	1	0
15370_A_G	1	0
15378_T_C	1	0
15380_G_T	1	0
15382_T_G	1	0
15385_T_G	2	0
15388_C_A	1	0
15413_A_C	1	0
15418_G_T	1	0
15426_A_G	1	0
15428_T_C	1	0
15431_G_T	1	0
15433_G_A	1	0
15436_A_C	1	0
15438_G_A	2	0
15448_G_A	1	0
15459_A_C	1	0
15462_T_C	1	0
15464_T_C	1	0
15474_T_G	2	0
15475_G_A	1	0
15481_T_C	1	0
15485_C_T	1	0
15488_G_T	4	0
15499_A_C	4	0
15518_T_A	1	0
15523_A_G	1	0
15528_T_A	1	0
15528_T_G	1	0
15531_T_C	1	0
15540_C_T	2	0
15552_T_A	1	0
15555_T_A	3	0
15568_A_C	8	0
15574_G_A	1	0
15585_T_C	1	0
15586_G_A	1	0
15593_A_G	1	0
15619_C_A	1	0
15619_C_T	1	0
15629_G_A	2	0
15642_T_A	1	0
15642_T_C	1	0
15643_A_C	1	0
15648_T_C	1	0
15652_G_T	2	0
15654_C_T	1	0
15655_A_T	1	0
15656_C_A	2	0
15661_T_C	1	0
15663_T_G	1	0
15668_A_G	2	0
15682_T_A	13	0
15685_T_A	13	0
15688_C_T	1	0
15697_T_C	4	0
15709_A_C	1	0
15710_T_A	1	0
15710_T_C	1	0
15714_C_G	1	0
15720_C_T	4	0
15732_G_A	1	0
15732_G_T	1	0
15738_C_A	3	0
15752_C_T	1	0
15758_A_C	2	0
15760_G_A	2	0
15760_G_T	1	0
15763_C_T	1	0
15766_G_T	1	0
15769_G_A	2	0
15779_A_C	2	0
15779_A_G	2	0
15783_C_T	1	0
15802_T_G	1	0
15803_A_C	1	0
15805_C_A	1	0
15808_A_G	1	0
15810_C_T	1	0
15812_A_C	2	0
15818_T_G	2	0
15853_C_T	1	0
15859_A_G	1	0
15863_G_C	1	0
15867_T_C	1	0
15869_A_T	1	0
15870_T_C	1	0
15879_C_T	1	0
15881_C_T	4	0
15890_C_A	11	0
15893_T_C	3	0
15898_G_A	1	0
15898_G_T	4	0
15900_T_C	9	0
15909_T_A	1	0
15911_A_G	1	0
15925_C_A	1	0
15927_T_G	1	0
15928_C_T	1	0
15932_A_C	1	0
15933_C_T	1	0
15935_C_A	1	0
15942_A_G	1	0
15946_A_C	7	0
15960_C_T	3	0
15965_G_T	1	0
15978_T_C	1	0
15982_G_T	1	0
15988_A_C	1	0
15991_G_T	1	0
15992_A_C	1	0
16001_T_A	12	0
16004_T_A	1	0
16011_A_G	1	0
16022_C_T	1	0
16028_C_T	1	0
16038_T_A	2	0
16038_T_C	1	0
16041_C_A	1	0
16047_T_C	1	0
16052_A_G	1	0
16054_C_G	2	0
16056_T_A	1	0
16060_A_C	1	0
16073_C_T	1	0
16075_G_T	1	0
16076_A_G	1	0
16080_C_T	2	0
16101_C_G	1	0
16107_A_T	1	0
16111_C_T	1	0
16112_T_A	1	0
16114_C_T	1	0
16117_G_T	1	0
16130_G_A	5	0
16141_G_A	1	0
16142_A_G	1	0
16148_A_G	3	0
16157_T_A	1	0
16163_C_T	1	0
16170_T_A	3	0
16173_C_T	1	0
16182_G_T	1	0
16188_G_T	1	0
16206_G_A	1	0
16207_G_A	2	0
16213_T_A	1	0
16213_T_C	1	0
16220_C_T	1	0
16221_G_A	1	0
16222_C_T	1	0
16225_A_G	1	0
16233_A_T	1	0
16251_T_A	1	0
16254_T_A	2	0
16257_T_A	1	0
16260_C_T	1	0
16265_C_A	2	0
16273_T_C	1	0
16274_C_A	1	0
16280_G_C	1	0
16286_G_A	1	0
16289_C_T	3	0
16293_C_T	2	0
16294_A_G	1	0
16295_T_A	4	0
16301_G_T	1	0
16307_T_C	1	0
16310_T_G	2	0
16314_T_C	1	0
16315_T_A	1	0
16316_G_T	1	0
16323_C_T	1	0
16339_A_T	1	0
16342_T_G	1	0
16344_A_G	1	0
16345_A_T	1	0
16349_C_G	1	0
16362_C_T	1	0
16365_G_T	1	0
16370_T_A	1	0
16371_T_G	1	0
16375_C_T	3	0
16381_G_A	1	0
16382_T_C	1	0
16387_A_T	1	0
16389_T_A	1	0
16393_C_T	1	0
16409_C_T	1	0
16414_G_A	1	0
16421_A_T	1	0
16431_A_C	1	0
16438_A_G	2	0
16448_A_G	1	0
16450_T_C	1	0
16459_C_T	1	0
16466_C_A	1	0
16466_C_T	5	0
16468_C_T	1	0
16474_A_G	1	0
16478_T_G	2	0
16485_G_T	1	0
16488_T_A	1	0
16492_A_G	1	0
16494_T_A	1	0
16497_A_G	2	0
16498_C_A	1	0
16506_T_G	1	0
16509_T_C	1	0
16514_A_G	15	0
16516_A_G	5	0
16522_A_T	1	0
16523_C_T	1	0
16525_T_G	1	0
16528_G_C	1	0
16532_G_A	1	0
16534_A_G	2	0
16536_C_T	1	0
16537_G_A	1	0
16549_G_T	1	0
16569_A_G	1	0
16571_G_T	2	0
16579_A_C	1	0
16581_A_C	1	0
16594_T_A	1	0
16600_T_A	2	0
16611_C_A	13	0
16616_C_T	3	0
16617_T_C	1	0
16620_A_G	1	0
16626_C_A	1	0
16626_C_T	2	0
16631_T_C	1	0
16635_T_C	1	0
16643_A_T	1	0
16646_C_T	2	0
16647_G_A	1	0
16650_C_A	1	0
16679_C_T	1	0
16681_T_C	3	0
16694_C_T	1	0
16696_G_A	1	0
16699_C_T	5	0
16705_G_A	1	0
16708_C_G	2	0
16722_A_G	1	0
16725_A_G	1	0
16729_C_T	1	0
16733_C_T	1	0
16735_T_C	1	0
16741_G_T	1	0
16745_G_A	1	0
16750_C_T	2	0
16754_G_A	1	0
16755_A_G	1	0
16758_A_C	3	0
16762_C_T	1	0
16765_A_C	14	0
16765_A_G	1	0
16767_C_T	1	0
16772_A_G	1	0
16773_T_A	1	0
16779_C_T	1	0
16787_G_T	1	0
16795_G_C	1	0
16802_A_G	1	0
16803_A_T	1	0
16810_A_G	1	0
16812_A_G	1	0
16813_G_A	1	0
16814_T_A	1	0
16842_A_G	3	0
16845_T_C	1	0
16846_G_T	1	0
16856_A_G	2	0
16858_G_A	1	0
16859_C_T	3	0
16860_T_A	1	0
16871_G_A	13	0
16882_A_G	2	0
16885_T_C	1	0
16886_A_C	1	0
16887_C_T	3	0
16890_A_G	1	0
16895_A_G	1	0
16898_T_C	1	0
16899_T_C	1	0
16912_G_T	3	0
16915_C_T	2	0
16917_G_A	1	0
16925_A_G	1	0
16935_G_T	1	0
16946_C_T	1	0
16947_A_G	1	0
16949_C_T	1	0
16952_C_T	1	0
16967_A_G	1	0
16968_G_T	1	0
16975_G_T	1	0
16979_G_T	1	0
16988_G_T	1	0
17009_T_C	1	0
17010_C_A	1	0
17012_C_T	1	0
17013_A_C	1	0
17019_G_T	1	0
17021_T_C	1	0
17021_T_G	1	0
17039_A_T	6	0
17056_A_G	2	0
17062_A_C	4	0
17063_A_G	1	0
17066_A_G	1	0
17072_C_A	1	0
17072_C_T	1	0
17074_C_T	1	0
17081_G_C	1	0
17104_C_T	1	0
17110_G_A	1	0
17110_G_T	1	0
17115_T_A	1	0
17119_C_T	1	0
17125_C_T	2	0
17129_A_G	1	0
17135_C_T	1	0
17140_G_T	5	0
17144_G_A	15	0
17156_C_T	1	0
17158_G_A	1	0
17182_G_A	1	0
17188_T_C	1	0
17190_T_C	15	0
17193_G_T	1	0
17194_A_C	14	0
17194_A_G	1	0
17197_G_A	1	0
17198_C_G	1	0
17215_A_G	1	0
17220_T_A	1	0
17226_T_A	1	0
17233_A_G	1	0
17240_C_A	1	0
17246_G_C	1	0
17247_T_C	3	0
17249_C_T	1	0
17252_G_T	2	0
17259_G_A	2	0
17271_A_G	1	0
17271_A_T	5	0
17275_A_T	6	0
17285_C_T	5	0
17286_A_T	7	0
17292_A_G	4	0
17295_A_G	1	0
17299_T_C	1	0
17304_C_T	1	0
17310_T_C	1	0
17312_C_A	1	0
17314_G_T	1	0
17324_T_C	1	0
17326_C_T	1	0
17331_G_T	2	0
17338_G_T	1	0
17346_A_G	1	0
17347_G_A	1	0
17351_T_C	1	0
17352_C_G	1	0
17352_C_T	1	0
17371_G_T	1	0
17373_C_T	1	0
17378_A_G	1	0
17385_T_C	1	0
17389_A_T	3	0
17396_T_C	6	0
17399_A_C	1	0
17406_A_G	1	0
17406_A_T	2	0
17410_C_T	1	0
17414_C_T	1	0
17423_A_T	1	0
17427_G_T	1	0
17430_C_T	1	0
17435_G_A	6	0
17441_C_T	1	0
17442_T_A	1	0
17442_T_C	2	0
17443_G_A	1	0
17453_C_T	1	0
17454_T_C	1	0
17467_T_C	1	0
17480_G_C	1	0
17480_G_T	1	0
17481_C_T	1	0
17482_A_G	1	0
17491_C_T	1	0
17495_A_T	1	0
17502_C_T	5	0
17506_T_G	3	0
17510_T_A	1	0
17514_T_C	10	0
17533_G_T	1	0
17536_C_T	1	0
17537_C_T	1	0
17543_T_A	2	0
17550_C_T	3	0
17553_A_G	1	0
17556_T_A	9	0
17559_T_C	1	0
17572_G_T	1	0
17576_A_C	2	0
17578_A_T	4	0
17581_G_T	1	0
17602_G_A	1	0
17626_C_T	1	0
17627_A_G	3	0
17627_A_T	1	0
17628_T_A	1	0
17630_A_G	2	0
17636_A_G	1	0
17636_A_T	1	0
17637_A_C	5	0
17637_A_G	2	0
17638_T_C	2	0
17639_C_A	1	0
17639_C_T	5	0
17641_G_A	1	0
17643_T_A	1	0
17644_C_A	1	0
17649_C_T	1	0
17653_A_G	1	0
17655_A_G	3	0
17658_G_T	1	0
17664_T_A	1	0
17665_A_G	1	0
17669_G_T	1	0
17673_T_C	1	0
17674_A_G	1	0
17676_C_T	4	0
17678_C_T	3	0
17679_G_A	1	0
17680_C_T	1	0
17686_G_T	1	0
17690_C_T	1	0
17703_C_T	1	0
17712_A_C	1	0
17713_A_G	1	0
17721_G_T	2	0
17722_G_A	15	0
17724_A_G	1	0
17728_G_A	1	0
17741_G_A	1	0
17744_A_G	1	0
17745_C_T	1	0
17747_C_T	4	1
17752_T_C	1	0
17753_G_A	1	0
17759_A_G	1	0
17764_G_A	1	0
17772_T_G	1	0
17774_C_T	1	0
17780_A_C	1	0
17781_T_C	1	0
17782_A_T	3	0
17786_C_T	1	0
17794_G_C	1	0
17802_C_A	1	0
17808_G_T	1	0
17811_T_C	1	0
17813_T_C	1	0
17815_G_A	1	0
17825_C_T	1	0
17826_T_C	1	0
17831_C_A	1	0
17838_T_G	1	0
17850_C_T	1	0
17856_A_G	1	0
17858_A_G	4	1
17872_T_C	1	0
17873_T_C	1	0
17882_C_G	1	0
17882_C_T	1	0
17884_A_G	1	0
17893_G_T	3	0
17894_C_T	6	0
17902_T_G	13	0
17911_A_C	2	0
17916_A_T	6	0
17923_G_T	2	0
17925_T_C	1	0
17934_C_A	9	0
17934_C_T	1	0
17939_C_T	3	0
17942_A_C	1	0
17950_A_G	1	0
17954_T_C	1	0
17959_A_G	2	0
17964_G_T	2	0
17976_C_T	1	0
17977_C_A	1	0
17987_A_T	1	0
17994_A_C	1	0
17999_C_T	1	0
18010_A_G	1	0
18019_A_G	1	0
18027_G_T	1	0
18029_C_T	2	0
18034_T_C	1	0
18040_G_T	1	0
18041_C_T	2	0
18042_T_G	1	0
18043_G_A	1	0
18047_A_T	1	0
18060_C_T	4	1
18063_T_A	1	0
18065_A_G	1	0
18067_G_T	2	0
18068_A_C	1	0
18068_A_T	1	0
18069_T_G	4	0
18076_A_C	1	0
18079_G_T	1	0
18081_A_C	1	0
18095_A_G	1	0
18111_T_C	1	0
18118_C_T	3	0
18129_C_T	2	0
18133_A_G	1	0
18136_T_A	1	0
18147_A_G	5	0
18155_G_T	1	0
18159_T_A	1	0
18162_C_T	1	0
18170_G_A	1	0
18175_C_T	1	0
18177_T_C	1	0
18178_A_T	3	0
18191_A_G	1	0
18197_G_A	2	0
18197_G_T	1	0
18210_G_T	1	0
18211_A_C	1	0
18220_A_G	1	0
18223_A_T	3	0
18229_T_G	1	0
18230_A_C	1	0
18231_T_C	1	0
18233_A_T	1	0
18240_T_C	1	0
18243_T_C	1	0
18248_C_T	1	0
18252_C_T	2	0
18256_T_C	1	0
18266_G_T	1	0
18268_G_T	1	0
18269_A_G	1	0
18272_A_G	1	0
18280_A_G	1	0
18288_A_T	1	0
18289_C_G	1	0
18313_G_T	1	0
18315_G_A	1	0
18318_G_A	2	0
18322_C_T	1	0
18332_G_T	1	0
18334_G_A	2	0
18337_G_C	2	0
18341_T_C	1	0
18342_T_A	10	0
18345_T_C	1	0
18346_A_G	1	0
18348_C_T	2	0
18352_T_G	1	0
18362_A_C	1	0
18363_G_A	3	0
18363_G_T	1	0
18366_A_T	2	0
18371_T_A	1	0
18377_C_T	1	0
18389_T_C	1	0
18390_A_C	1	0
18391_G_T	1	0
18392_T_C	3	0
18396_T_G	2	0
18398_T_C	1	0
18402_T_A	15	0
18407_G_C	2	0
18417_T_C	1	0
18424_A_G	3	0
18430_A_C	1	0
18430_A_T	1	0
18431_C_A	1	0
18438_T_C	2	0
18440_C_T	1	0
18457_C_T	2	0
18463_C_T	1	0
18465_T_G	1	0
18469_G_A	4	0
18471_T_C	1	0
18477_T_C	1	0
18478_A_G	1	0
18480_A_G	1	0
18485_T_C	1	0
18486_C_T	1	0
18488_T_C	1	0
18490_C_G	1	0
18493_C_T	1	0
18500_A_G	1	0
18504_A_G	1	0
18506_G_A	1	0
18508_C_A	1	0
18508_C_T	1	0
18510_T_A	2	0
18512_C_T	1	0
18515_G_C	1	0
18520_G_T	1	0
18523_G_T	2	0
18529_A_T	1	0
18535_A_G	1	0
18539_T_C	1	0
18543_A_T	4	0
18546_G_T	1	0
18549_A_G	1	0
18554_A_G	1	0
18556_A_G	1	0
18564_A_C	3	0
18566_A_G	1	0
18567_T_C	1	0
18570_C_G	1	0
18570_C_T	1	0
18574_G_A	1	0
18575_A_T	2	0
18589_G_A	1	0
18592_T_A	2	0
18596_G_A	2	0
18597_G_T	1	0
18601_C_T	1	0
18605_G_T	4	0
18606_C_T	1	0
18611_A_T	1	0
18612_G_A	1	0
18619_T_C	1	0
18629_A_C	1	0
18634_G_T	1	0
18636_G_A	1	0
18640_A_G	1	0
18641_T_C	3	0
18643_G_A	1	0
18643_G_C	1	0
18649_G_A	1	0
18654_C_T	1	0
18656_C_A	1	0
18661_T_C	1	0
18664_C_A	1	0
18665_T_A	1	0
18669_T_C	1	0
18680_C_T	1	0
18695_C_A	1	0
18696_T_C	1	0
18697_G_A	1	0
18702_A_G	1	0
18703_G_T	2	0
18705_C_T	1	0
18715_T_C	1	0
18732_T_C	1	0
18736_T_C	1	0
18744_C_T	1	0
18751_A_C	3	0
18762_G_T	1	0
18763_A_T	1	0
18769_G_A	1	0
18770_T_A	1	0
18770_T_C	2	0
18771_T_C	1	0
18772_C_G	1	0
18776_A_T	1	0
18778_T_C	1	0
18779_G_A	1	0
18782_G_T	1	0
18786_T_A	1	0
18788_C_T	1	0
18791_G_T	1	0
18801_A_T	1	0
18803_G_T	2	0
18805_A_C	1	0
18807_C_T	2	0
18809_A_G	1	0
18820_T_C	1	0
18828_C_T	1	0
18833_G_T	1	0
18835_A_T	1	0
18845_T_C	1	0
18846_A_G	2	0
18847_G_C	1	0
18848_C_G	4	0
18863_T_C	1	0
18865_A_G	1	0
18867_G_A	1	0
18868_A_G	1	0
18877_C_T	2	1
18880_G_T	1	0
18881_C_T	1	0
18882_T_C	1	0
18885_C_T	1	0
18897_T_C	1	0
18898_G_T	1	0
18904_C_T	13	0
18909_T_C	1	0
18912_C_T	1	0
18916_A_G	1	0
18918_T_C	1	0
18925_T_C	2	0
18926_A_G	1	0
18928_C_T	1	0
18929_C_T	1	0
18936_T_C	1	0
18937_G_T	1	0
18941_A_G	1	0
18941_A_T	7	0
18942_T_A	13	0
18942_T_C	1	0
18948_G_T	1	0
18949_A_G	1	0
18953_T_A	1	0
18960_G_A	6	0
18971_A_T	1	0
18972_G_A	1	0
18973_G_A	2	0
18974_T_C	1	0
18978_A_T	2	0
18981_C_T	1	0
18984_G_A	1	0
18984_G_T	1	0
18987_T_C	1	0
18991_A_T	1	0
18994_G_A	1	0
18996_T_C	10	0
18997_G_A	1	0
18998_C_T	3	1
19003_T_A	3	0
19009_G_T	1	0
19010_A_G	1	0
19014_A_G	1	0
19016_T_A	1	0
19017_C_T	3	0
19025_T_A	14	0
19028_A_G	2	0
19029_C_T	1	0
19030_G_C	2	0
19032_C_T	2	0
19034_T_C	1	0
19036_G_A	1	0
19049_C_T	1	0
19053_T_C	1	0
19059_T_C	1	0
19073_A_G	1	0
19075_G_A	1	0
19079_A_G	1	0
19081_T_C	1	0
19082_G_A	3	0
19082_G_T	1	0
19086_G_T	1	0
19096_G_A	1	0
19097_C_A	2	0
19103_C_T	1	0
19106_G_A	1	0
19108_A_G	1	0
19109_G_T	1	0
19110_T_C	1	0
19112_A_T	2	0
19114_A_T	1	0
19124_A_G	1	0
19131_A_T	1	0
19132_G_C	3	0
19132_G_T	7	0
19137_A_C	7	0
19143_T_C	1	0
19145_C_T	2	0
19149_T_C	1	0
19158_T_C	2	0
19164_C_T	1	0
19170_C_T	4	0
19172_C_T	1	0
19186_C_T	1	0
19187_T_C	1	0
19191_T_A	1	0
19208_A_G	1	0
